Disease_Label,Symptom_Text
Sốt xuất huyết,"chán ăn, xuất huyết dưới da, mất ngủ, chóng mặt"
Sốt xuất huyết,"bác sĩ ơi tôi bị đau đầu, sốt, đau quặn bụng, ớn lạnh"
Sốt xuất huyết,"bác sĩ ơi tôi bị mệt mỏi, nhức mỏi cơ, buồn nôn, chảy máu chân răng, mất ngủ"
Sốt xuất huyết,"hay bị nhức mỏi cơ, mệt mỏi, khó chịu trong người, chóng mặt, mất ngủ"
Sốt xuất huyết,"dấu hiệu chóng mặt, mệt mỏi, chán ăn, buồn nôn"
Sốt xuất huyết,"dấu hiệu sốt, xuất huyết dưới da, suy nhược"
Sốt xuất huyết,"sốt, chán ăn, buồn nôn, suy nhược, buồn nôn"
Sốt xuất huyết,"mất ngủ, chảy máu chân răng, khó chịu trong người, lừ đừ"
Sốt xuất huyết,"cảm thấy chán ăn, nôn mửa, sốt, lừ đừ, mất ngủ"
Sốt xuất huyết,"ớn lạnh, xuất huyết dưới da, mệt mỏi"
Sốt xuất huyết,"bác sĩ ơi tôi bị phát ban, lừ đừ, nhức mỏi cơ, mất ngủ"
Sốt xuất huyết,"cháu bị khó chịu trong người, đau quặn bụng, xuất huyết dưới da, mất ngủ"
Sốt xuất huyết,"mấy hôm nay tôi bị ớn lạnh, sốt cao liên tục, buồn nôn, mệt mỏi, nhức mỏi cơ, sốt"
Sốt xuất huyết,"nhức mỏi cơ, mệt mỏi, suy nhược, khó chịu trong người, mất ngủ, sốt cao liên tục"
Sốt xuất huyết,"tôi bị ớn lạnh, phát ban, đau đầu, nôn mửa"
Sốt xuất huyết,"tự nhiên bị chóng mặt, chán ăn, đau đầu, xuất huyết dưới da, lừ đừ, ớn lạnh"
Sốt xuất huyết,"hay bị buồn nôn, xuất huyết dưới da, khó chịu trong người, sốt"
Sốt xuất huyết,"sốt, đau đầu, xuất huyết dưới da, mất ngủ, chán ăn"
Sốt xuất huyết,"chóng mặt, ớn lạnh, đau đầu"
Sốt xuất huyết,"suy nhược, đau quặn bụng, đau đầu, khó chịu trong người"
Sốt xuất huyết,"bác sĩ ơi tôi bị ớn lạnh, đau đầu, chóng mặt"
Sốt xuất huyết,"bác sĩ ơi tôi bị mất ngủ, đau đầu, chán ăn, đau hốc mắt, sốt cao liên tục, buồn nôn"
Sốt xuất huyết,"dấu hiệu phát ban, buồn nôn, mất ngủ, suy nhược, sốt cao liên tục, mệt mỏi"
Sốt xuất huyết,"bác sĩ ơi tôi bị lừ đừ, sốt, nôn mửa, suy nhược"
Sốt xuất huyết,"mấy hôm nay tôi bị lừ đừ, đau hốc mắt, chán ăn, chóng mặt"
Sốt xuất huyết,"buồn nôn, chóng mặt, sốt, suy nhược"
Sốt xuất huyết,"suy nhược, lừ đừ, chảy máu chân răng, mất ngủ"
Sốt xuất huyết,"khó chịu trong người, đau đầu, chảy máu chân răng, buồn nôn"
Sốt xuất huyết,"đau hốc mắt, mệt mỏi, lừ đừ, suy nhược"
Sốt xuất huyết,"tự nhiên bị ớn lạnh, buồn nôn, mất ngủ, đau quặn bụng, buồn nôn"
Sốt xuất huyết,"có triệu chứng mất ngủ, phát ban, mệt mỏi, buồn nôn"
Sốt xuất huyết,"bác sĩ ơi tôi bị đau quặn bụng, buồn nôn, sốt, mệt mỏi"
Sốt xuất huyết,"bác sĩ ơi tôi bị chán ăn, mất ngủ, sốt cao liên tục, ớn lạnh"
Sốt xuất huyết,"tự nhiên bị chóng mặt, sốt, chán ăn, sốt cao liên tục, ớn lạnh"
Sốt xuất huyết,"đau hốc mắt, mệt mỏi, đau đầu, khó chịu trong người, sốt cao liên tục, ớn lạnh"
Sốt xuất huyết,"sốt cao liên tục, chán ăn, khó chịu trong người, buồn nôn"
Sốt xuất huyết,"hay bị chóng mặt, ớn lạnh, buồn nôn, mệt mỏi, đau đầu, xuất huyết dưới da"
Sốt xuất huyết,"có triệu chứng xuất huyết dưới da, ớn lạnh, mất ngủ"
Sốt xuất huyết,"mấy hôm nay tôi bị đau hốc mắt, ớn lạnh, sốt cao liên tục, suy nhược, mệt mỏi, đau đầu"
Sốt xuất huyết,"sốt, đau đầu, buồn nôn, chóng mặt"
Sốt xuất huyết,"lừ đừ, khó chịu trong người, mệt mỏi, suy nhược, chóng mặt"
Sốt xuất huyết,"ớn lạnh, mất ngủ, nôn mửa, mệt mỏi"
Sốt xuất huyết,"mất ngủ, ớn lạnh, sốt, chán ăn, nhức mỏi cơ"
Sốt xuất huyết,"bác sĩ ơi tôi bị nôn mửa, đau đầu, mất ngủ, sốt cao liên tục, chán ăn"
Sốt xuất huyết,"tự nhiên bị xuất huyết dưới da, buồn nôn, ớn lạnh, mất ngủ"
Sốt xuất huyết,"đau hốc mắt, đau đầu, buồn nôn, phát ban, lừ đừ"
Sốt xuất huyết,"lừ đừ, xuất huyết dưới da, ớn lạnh, buồn nôn"
Sốt xuất huyết,"buồn nôn, khó chịu trong người, suy nhược, chóng mặt, đau đầu"
Sốt xuất huyết,"hay bị mệt mỏi, mất ngủ, nhức mỏi cơ, sốt, suy nhược"
Sốt xuất huyết,"có triệu chứng đau đầu, buồn nôn, mất ngủ, ớn lạnh, phát ban, xuất huyết dưới da"
Sốt xuất huyết,"tự nhiên bị chảy máu chân răng, đau đầu, sốt, suy nhược, đau quặn bụng"
Sốt xuất huyết,"đau đầu, chảy máu chân răng, mất ngủ, đau quặn bụng, buồn nôn"
Sốt xuất huyết,"có triệu chứng buồn nôn, nhức mỏi cơ, mệt mỏi, mất ngủ, chảy máu chân răng"
Sốt xuất huyết,"mình đang xuất huyết dưới da, mất ngủ, ớn lạnh, buồn nôn"
Sốt xuất huyết,"cháu bị mất ngủ, chóng mặt, đau đầu, chán ăn"
Sốt xuất huyết,"lừ đừ, ớn lạnh, buồn nôn, mất ngủ"
Sốt xuất huyết,"cháu bị đau đầu, sốt, xuất huyết dưới da, suy nhược, nhức mỏi cơ"
Sốt xuất huyết,"bác sĩ ơi tôi bị buồn nôn, sốt, sốt cao liên tục"
Sốt xuất huyết,"lừ đừ, mất ngủ, đau hốc mắt, nôn mửa"
Sốt xuất huyết,"tự nhiên bị khó chịu trong người, xuất huyết dưới da, mất ngủ, suy nhược"
Sốt xuất huyết,"dấu hiệu sốt, phát ban, mất ngủ"
Sốt xuất huyết,"sốt cao liên tục, mất ngủ, khó chịu trong người, mệt mỏi, đau đầu, buồn nôn"
Sốt xuất huyết,"tự nhiên bị đau quặn bụng, suy nhược, đau đầu, ớn lạnh, buồn nôn"
Sốt xuất huyết,"mấy hôm nay tôi bị đau đầu, buồn nôn, ớn lạnh, mệt mỏi"
Sốt xuất huyết,"bác sĩ ơi tôi bị sốt, phát ban, chán ăn, buồn nôn, mệt mỏi"
Sốt xuất huyết,"khó chịu trong người, mất ngủ, chảy máu chân răng, suy nhược, nôn mửa"
Sốt xuất huyết,"mấy hôm nay tôi bị chán ăn, đau quặn bụng, chảy máu chân răng, suy nhược, sốt"
Sốt xuất huyết,"mấy hôm nay tôi bị chảy máu chân răng, buồn nôn, chán ăn, suy nhược, đau quặn bụng"
Sốt xuất huyết,"ớn lạnh, đau đầu, khó chịu trong người, chóng mặt, buồn nôn"
Sốt xuất huyết,"cháu bị chóng mặt, sốt, đau quặn bụng, mất ngủ, suy nhược"
Sốt xuất huyết,"hay bị phát ban, sốt cao liên tục, buồn nôn, mệt mỏi"
Sốt xuất huyết,"mấy hôm nay tôi bị mệt mỏi, chảy máu chân răng, khó chịu trong người, đau đầu, xuất huyết dưới da, chán ăn"
Sốt xuất huyết,"chán ăn, lừ đừ, nhức mỏi cơ, đau quặn bụng, ớn lạnh"
Sốt xuất huyết,"mình đang buồn nôn, suy nhược, ớn lạnh, đau quặn bụng"
Sốt xuất huyết,"tôi bị đau quặn bụng, lừ đừ, sốt, khó chịu trong người"
Sốt xuất huyết,"đau quặn bụng, đau đầu, buồn nôn"
Sốt xuất huyết,"mất ngủ, chóng mặt, suy nhược, chán ăn"
Sốt xuất huyết,"tự nhiên bị phát ban, nôn mửa"
Sốt xuất huyết,"nôn mửa, mất ngủ, sốt, lừ đừ, mệt mỏi, đau quặn bụng"
Sốt xuất huyết,"buồn nôn, nhức mỏi cơ, đau quặn bụng, chán ăn"
Sốt xuất huyết,"mình đang mệt mỏi, đau quặn bụng, phát ban, mất ngủ"
Sốt xuất huyết,"lừ đừ, suy nhược, sốt, khó chịu trong người, phát ban"
Sốt xuất huyết,"có triệu chứng chán ăn, đau đầu, suy nhược, chóng mặt, sốt"
Sốt xuất huyết,"mất ngủ, sốt, chóng mặt, lừ đừ"
Sốt xuất huyết,"mất ngủ, buồn nôn, suy nhược, xuất huyết dưới da, buồn nôn"
Sốt xuất huyết,"mệt mỏi, mất ngủ, chóng mặt, suy nhược, khó chịu trong người"
Sốt xuất huyết,"cảm thấy mệt mỏi, đau quặn bụng, sốt, đau đầu"
Sốt xuất huyết,"buồn nôn, mất ngủ, khó chịu trong người, sốt cao liên tục"
Sốt xuất huyết,"cảm thấy chán ăn, sốt cao liên tục, đau đầu, nôn mửa"
Sốt xuất huyết,"suy nhược, mệt mỏi, phát ban, ớn lạnh"
Sốt xuất huyết,"chán ăn, mất ngủ, mệt mỏi, buồn nôn, buồn nôn, nôn mửa"
Sốt xuất huyết,"ớn lạnh, xuất huyết dưới da, lừ đừ, suy nhược, đau hốc mắt"
Sốt xuất huyết,"bác sĩ ơi tôi bị lừ đừ, ớn lạnh, phát ban, suy nhược, đau đầu"
Sốt xuất huyết,"lừ đừ, chóng mặt, xuất huyết dưới da, khó chịu trong người"
Sốt xuất huyết,"chảy máu chân răng, buồn nôn, lừ đừ, sốt"
Sốt xuất huyết,"mất ngủ, đau hốc mắt, khó chịu trong người, suy nhược"
Sốt xuất huyết,"đau hốc mắt, sốt cao liên tục, suy nhược, đau đầu"
Sốt xuất huyết,"mình đang đau quặn bụng, mệt mỏi, sốt"
Sốt xuất huyết,"tôi bị chảy máu chân răng, lừ đừ, buồn nôn, mệt mỏi, nôn mửa, sốt"
Sốt xuất huyết,"khó chịu trong người, sốt cao liên tục, chóng mặt, mất ngủ"
Sốt xuất huyết,"mất ngủ, đau đầu, phát ban"
Sốt xuất huyết,"mấy hôm nay tôi bị nôn mửa, chán ăn, chảy máu chân răng, đau đầu, sốt"
Sốt xuất huyết,"bác sĩ ơi tôi bị ớn lạnh, đau quặn bụng, đau đầu, chán ăn"
Sốt xuất huyết,"buồn nôn, mệt mỏi, mất ngủ, đau quặn bụng, lừ đừ, suy nhược"
Sốt xuất huyết,"cháu bị xuất huyết dưới da, mệt mỏi, khó chịu trong người, suy nhược, chán ăn, sốt cao liên tục"
Sốt xuất huyết,"buồn nôn, đau đầu, buồn nôn, sốt cao liên tục, mất ngủ"
Sốt xuất huyết,"dấu hiệu chóng mặt, đau đầu, chán ăn, buồn nôn, khó chịu trong người"
Sốt xuất huyết,"hay bị chán ăn, suy nhược, đau đầu, mệt mỏi, xuất huyết dưới da"
Sốt xuất huyết,"đau hốc mắt, ớn lạnh, đau đầu"
Sốt xuất huyết,"tôi bị buồn nôn, chảy máu chân răng"
Sốt xuất huyết,"suy nhược, lừ đừ, sốt, đau quặn bụng"
Sốt xuất huyết,"buồn nôn, chóng mặt, sốt, đau quặn bụng"
Sốt xuất huyết,"cháu bị mệt mỏi, chán ăn, xuất huyết dưới da, đau đầu"
Sốt xuất huyết,"mình đang sốt, đau đầu, ớn lạnh, đau hốc mắt"
Sốt xuất huyết,"hay bị nôn mửa, chóng mặt, ớn lạnh, suy nhược"
Sốt xuất huyết,"mệt mỏi, sốt, chóng mặt"
Sốt xuất huyết,"cảm thấy phát ban, buồn nôn, lừ đừ, đau hốc mắt, khó chịu trong người"
Sốt xuất huyết,"mấy hôm nay tôi bị sốt, lừ đừ, xuất huyết dưới da, buồn nôn"
Sốt xuất huyết,"mình đang phát ban, mất ngủ, ớn lạnh, khó chịu trong người"
Sốt xuất huyết,"mấy hôm nay tôi bị buồn nôn, buồn nôn, nhức mỏi cơ, chán ăn, đau đầu"
Sốt xuất huyết,"tự nhiên bị sốt, đau hốc mắt, chán ăn"
Sốt xuất huyết,"tự nhiên bị mệt mỏi, phát ban, khó chịu trong người"
Sốt xuất huyết,"đau quặn bụng, sốt, khó chịu trong người, lừ đừ, mất ngủ, buồn nôn"
Sốt xuất huyết,"mất ngủ, khó chịu trong người, đau đầu, chóng mặt"
Sốt xuất huyết,"khó chịu trong người, mệt mỏi, chóng mặt, buồn nôn"
Sốt xuất huyết,"sốt cao liên tục, lừ đừ, suy nhược, chảy máu chân răng, sốt"
Sốt xuất huyết,"mấy hôm nay tôi bị chán ăn, sốt cao liên tục, mệt mỏi, ớn lạnh, suy nhược, buồn nôn"
Sốt xuất huyết,"hay bị ớn lạnh, nôn mửa, mất ngủ, chóng mặt"
Sốt xuất huyết,"dấu hiệu suy nhược, buồn nôn, đau đầu"
Sốt xuất huyết,"đau hốc mắt, chảy máu chân răng, mất ngủ, khó chịu trong người, lừ đừ"
Sốt xuất huyết,"mình đang mất ngủ, đau đầu, lừ đừ, đau quặn bụng, sốt"
Sốt xuất huyết,"nôn mửa, chán ăn, mất ngủ, xuất huyết dưới da, khó chịu trong người, đau đầu"
Sốt xuất huyết,"tự nhiên bị suy nhược, mất ngủ, khó chịu trong người, chán ăn, buồn nôn"
Sốt xuất huyết,"mấy hôm nay tôi bị mệt mỏi, khó chịu trong người, nhức mỏi cơ, chóng mặt, sốt, mất ngủ"
Sốt xuất huyết,"cháu bị buồn nôn, nhức mỏi cơ, chán ăn"
Sốt xuất huyết,"có triệu chứng buồn nôn, đau quặn bụng, ớn lạnh, suy nhược, lừ đừ"
Sốt xuất huyết,"mấy hôm nay tôi bị sốt cao liên tục, khó chịu trong người, lừ đừ, đau đầu"
Sốt xuất huyết,"có triệu chứng đau đầu, chóng mặt, lừ đừ"
Sốt xuất huyết,"ớn lạnh, chán ăn, lừ đừ, đau quặn bụng, mệt mỏi"
Sốt xuất huyết,"suy nhược, khó chịu trong người, nôn mửa, mất ngủ"
Viêm loét dạ dày,"bác sĩ ơi tôi bị khó tiêu, sốt, chán ăn"
Viêm loét dạ dày,"ớn lạnh, đau nhói bụng lúc đói, ợ nóng, đau đầu"
Viêm loét dạ dày,"cháu bị ợ nóng, mất ngủ, lừ đừ, ớn lạnh"
Viêm loét dạ dày,"hay bị sốt, buồn nôn, suy nhược, đau bụng thượng vị, mệt mỏi"
Viêm loét dạ dày,"có triệu chứng buồn nôn, mệt mỏi, sốt, buồn nôn, tức vùng ngực dưới, lừ đừ"
Viêm loét dạ dày,"mấy hôm nay tôi bị mất ngủ, suy nhược, ợ chua, buồn nôn"
Viêm loét dạ dày,"mình đang đau đầu, ớn lạnh, lừ đừ, đầy hơi, đau nhói bụng lúc đói"
Viêm loét dạ dày,"dấu hiệu lừ đừ, buồn nôn, mất ngủ, ợ nóng, khó chịu trong người"
Viêm loét dạ dày,"hay bị ợ nóng, lừ đừ, sốt, đau nhói bụng lúc đói, đau đầu"
Viêm loét dạ dày,"dấu hiệu đau bụng thượng vị, lừ đừ, buồn nôn, khó chịu trong người, mất ngủ"
Viêm loét dạ dày,"buồn nôn, lừ đừ, ợ chua, tức vùng ngực dưới"
Viêm loét dạ dày,bác sĩ ơi tôi bị đau bụng thượng vị
Viêm loét dạ dày,"cháu bị đau bụng thượng vị, buồn nôn, suy nhược, mệt mỏi, ợ chua, ớn lạnh"
Viêm loét dạ dày,"sốt, chán ăn, ợ chua, mất ngủ, tức vùng ngực dưới"
Viêm loét dạ dày,"khó chịu trong người, lừ đừ, buồn nôn, buồn nôn"
Viêm loét dạ dày,"mấy hôm nay tôi bị buồn nôn, chán ăn, chán ăn, đau đầu, mất ngủ"
Viêm loét dạ dày,"dấu hiệu ớn lạnh, buồn nôn, khó chịu trong người, tức vùng ngực dưới"
Viêm loét dạ dày,"chán ăn, đau nhói bụng lúc đói, đầy hơi, buồn nôn"
Viêm loét dạ dày,"hay bị đầy hơi, mất ngủ, buồn nôn, lừ đừ"
Viêm loét dạ dày,"đau đầu, chán ăn, buồn nôn, khó chịu trong người"
Viêm loét dạ dày,"cảm thấy suy nhược, lừ đừ, đau nhói bụng lúc đói, buồn nôn, khó chịu trong người, tức vùng ngực dưới"
Viêm loét dạ dày,"hay bị khó chịu trong người, lừ đừ, mất ngủ, đau đầu, chán ăn"
Viêm loét dạ dày,"tôi bị mất ngủ, chán ăn, đau đầu, mệt mỏi, tức vùng ngực dưới"
Viêm loét dạ dày,"tự nhiên bị sốt, buồn nôn, buồn nôn, đau nhói bụng lúc đói, mệt mỏi, ớn lạnh"
Viêm loét dạ dày,"cháu bị ớn lạnh, chán ăn, ợ chua"
Viêm loét dạ dày,"mất ngủ, lừ đừ, chán ăn, ợ nóng, đau nhói bụng lúc đói"
Viêm loét dạ dày,"cảm thấy chán ăn, mệt mỏi, đau bụng thượng vị, khó chịu trong người, buồn nôn"
Viêm loét dạ dày,"cảm thấy đau nhói bụng lúc đói, buồn nôn"
Viêm loét dạ dày,"tức vùng ngực dưới, ớn lạnh, buồn nôn, sốt, đau đầu"
Viêm loét dạ dày,"tự nhiên bị mệt mỏi, khó chịu trong người, đau nhói bụng lúc đói, đầy hơi, buồn nôn"
Viêm loét dạ dày,"lừ đừ, đầy hơi, khó chịu trong người, suy nhược"
Viêm loét dạ dày,"lừ đừ, đau bụng thượng vị, chán ăn, sốt"
Viêm loét dạ dày,"khó chịu trong người, suy nhược, sốt, đau bụng thượng vị, mất ngủ"
Viêm loét dạ dày,"mình đang đau đầu, ớn lạnh, đau bụng thượng vị, lừ đừ, ợ nóng, mất ngủ"
Viêm loét dạ dày,"tự nhiên bị buồn nôn, đau nhói bụng lúc đói, suy nhược, ớn lạnh, mất ngủ"
Viêm loét dạ dày,"ợ nóng, ớn lạnh, suy nhược, chán ăn, chán ăn, mệt mỏi"
Viêm loét dạ dày,"dấu hiệu buồn nôn, suy nhược, khó chịu trong người, đầy hơi"
